Episode,Time_Taken,Accuracy,Energy_Consumed,Success,Timestamp
215,29.7988,0.4432,7.3476,0,2026-03-12 09:07:10
216,12.2561,0.8994,5.5211,1,2026-03-12 09:07:12
217,9.4051,0.9724,5.6301,1,2026-03-12 09:07:14
218,10.0985,0.8966,3.1189,1,2026-03-12 09:07:16
219,38.5428,0.6861,6.0624,0,2026-03-12 09:07:18
220,10.9298,1.0000,5.6566,1,2026-03-12 09:07:20
221,10.2462,0.9892,3.7368,1,2026-03-12 09:07:22
222,9.2262,1.0000,4.4979,1,2026-03-12 09:07:24
223,9.0672,0.9722,6.0741,1,2026-03-12 09:07:26
224,8.7370,0.9137,6.0533,1,2026-03-12 09:07:28
225,8.2798,0.9810,6.0980,1,2026-03-12 09:07:30
226,8.7428,0.9542,4.4580,1,2026-03-12 09:07:32
227,10.7175,1.0000,6.0868,1,2026-03-12 09:07:34
228,11.8552,1.0000,6.4716,1,2026-03-12 09:07:36
229,10.4625,0.9196,5.3629,1,2026-03-12 09:07:38
230,8.0815,0.9070,5.3614,1,2026-03-12 09:07:40
231,10.2088,1.0000,4.2420,1,2026-03-12 09:07:42
232,11.4170,0.9412,2.7288,1,2026-03-12 09:07:44
233,10.0150,0.9062,6.2982,1,2026-03-12 09:07:46
234,9.5121,1.0000,3.9370,1,2026-03-12 09:07:48
235,9.1834,1.0000,6.8403,1,2026-03-12 09:07:50
236,9.8620,0.9692,5.4324,1,2026-03-12 09:07:52
237,10.1217,0.9779,4.7661,1,2026-03-12 09:07:54
238,9.7247,0.9817,3.6350,1,2026-03-12 09:07:56
239,8.5015,0.9980,4.8724,1,2026-03-12 09:07:58
240,8.8270,0.9102,4.3144,1,2026-03-12 09:08:00
241,8.8782,0.9226,3.8208,1,2026-03-12 09:08:02
242,11.8334,1.0000,6.3986,1,2026-03-12 09:08:04
243,11.3545,0.9041,3.2718,1,2026-03-12 09:08:06
244,9.5997,1.0000,5.6866,1,2026-03-12 09:08:08
245,11.3917,0.9074,4.3462,1,2026-03-12 09:08:10
246,9.8220,0.9644,6.1803,1,2026-03-12 09:08:12
247,10.2946,0.9296,3.4540,1,2026-03-12 09:08:14
248,10.8682,0.9944,6.2621,1,2026-03-12 09:08:16
249,10.0645,0.9590,5.7006,1,2026-03-12 09:08:18
250,10.1088,0.9334,3.5078,1,2026-03-12 09:08:20
251,30.3637,0.3589,8.2578,0,2026-03-12 09:08:22
252,8.9342,1.0000,6.8783,1,2026-03-12 09:08:24
253,11.7454,0.9622,3.2080,1,2026-03-12 09:08:26
254,9.1547,0.9928,5.5043,1,2026-03-12 09:08:28
255,44.5748,0.4881,8.3628,0,2026-03-12 09:08:30
256,9.7946,1.0000,5.3470,1,2026-03-12 09:08:32
257,11.3365,0.9307,2.9569,1,2026-03-12 09:08:34
258,11.5538,0.9475,5.2862,1,2026-03-12 09:08:36
259,11.6561,0.9968,6.7711,1,2026-03-12 09:08:38
260,10.4877,0.9541,3.1120,1,2026-03-12 09:08:40
261,9.0819,0.9013,3.7122,1,2026-03-12 09:08:42
262,11.8985,0.9669,2.9878,1,2026-03-12 09:08:44
263,10.0216,0.9395,2.8606,1,2026-03-12 09:08:46
264,30.4661,0.4818,4.7504,0,2026-03-12 09:08:48
265,10.9415,1.0000,4.4910,1,2026-03-12 09:08:50
266,10.8424,0.9751,5.4700,1,2026-03-12 09:08:52
267,9.6568,1.0000,2.7366,1,2026-03-12 09:08:54
268,8.0703,0.9968,4.3124,1,2026-03-12 09:08:56
269,11.8920,0.9547,5.8780,1,2026-03-12 09:08:58
270,8.7421,1.0000,3.5414,1,2026-03-12 09:09:00
271,9.5159,1.0000,3.9319,1,2026-03-12 09:09:02
272,8.1087,0.9705,6.5938,1,2026-03-12 09:09:04
273,9.7502,1.0000,5.9927,1,2026-03-12 09:09:06
274,11.9535,1.0000,4.9054,1,2026-03-12 09:09:08
275,8.1706,0.9034,6.3321,1,2026-03-12 09:09:10
276,11.3162,1.0000,6.9422,1,2026-03-12 09:09:12
277,11.9716,0.9678,4.9743,1,2026-03-12 09:09:14
278,8.7236,0.9441,6.0777,1,2026-03-12 09:09:16
279,9.0906,1.0000,3.4055,1,2026-03-12 09:09:18
280,10.6813,0.9955,2.7605,1,2026-03-12 09:09:20
281,11.2892,0.9507,2.7990,1,2026-03-12 09:09:22
282,47.7981,0.6700,6.5253,0,2026-03-12 09:09:24
283,46.4058,0.6038,6.4841,0,2026-03-12 09:09:26
284,9.0693,0.9029,6.2512,1,2026-03-12 09:09:28
285,11.9274,0.9995,5.2401,1,2026-03-12 09:09:30
286,9.4713,1.0000,4.8221,1,2026-03-12 09:09:32
287,11.4047,1.0000,4.6198,1,2026-03-12 09:09:34
288,11.6771,0.9653,5.6271,1,2026-03-12 09:09:36
289,50.4675,0.4441,5.9560,0,2026-03-12 09:09:38
290,8.7587,1.0000,4.3242,1,2026-03-12 09:09:40
291,10.4260,1.0000,6.0033,1,2026-03-12 09:09:42
292,11.5205,0.9227,3.9307,1,2026-03-12 09:09:44
293,8.5058,0.9699,4.0952,1,2026-03-12 09:09:46
294,8.2610,1.0000,4.1361,1,2026-03-12 09:09:48
295,9.4291,0.9851,4.4260,1,2026-03-12 09:09:50
296,11.0119,1.0000,6.7798,1,2026-03-12 09:09:52
297,9.4105,0.9149,2.8474,1,2026-03-12 09:09:54
298,10.2086,0.9106,4.3869,1,2026-03-12 09:09:56
299,10.2324,0.9017,6.2613,1,2026-03-12 09:09:58
300,8.2336,0.9531,3.6454,1,2026-03-12 09:10:00
